"source_device_id","device_type","os_family","app_version","is_emulator","is_rooted","first_seen","last_seen"
"DEV-000028","ANDROID_PHONE","Android 13","7.16.6","false","false","2025-11-06T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000029","ANDROID_PHONE","Android 15","7.12.2","false","false","2025-05-23T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000030","ANDROID_PHONE","iOS 17","4.8.7","false","false","2025-04-20T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000031","ANDROID_PHONE","Android 14","6.2.8","false","false","2026-02-11T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000032","TABLET","Other","6.16.6","false","false","2025-07-17T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000033","ANDROID_PHONE","iOS 17","6.14.8","false","false","2025-12-25T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000034","ANDROID_PHONE","Android 15","4.4.7","false","false","2025-05-27T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000035","IOS_PHONE","Android 14","4.18.6","false","false","2025-10-29T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000036","IOS_PHONE","Android 14","6.6.4","false","false","2025-08-22T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000037","ANDROID_PHONE","Android 13","3.13.1","false","false","2025-11-13T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000038","ANDROID_PHONE","iOS 18","7.8.5","false","false","2025-04-04T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000039","ANDROID_PHONE","iOS 18","7.0.2","false","false","2025-12-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000040","ANDROID_PHONE","Android 15","5.2.5","false","false","2025-12-03T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000041","ANDROID_PHONE","Android 13","4.14.8","false","true","2025-03-01T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000042","ANDROID_PHONE","iOS 17","5.0.8","false","false","2025-04-22T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000043","ANDROID_PHONE","iOS 18","3.7.5","false","false","2025-05-26T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000044","ANDROID_PHONE","iOS 17","7.4.4","false","false","2026-02-05T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000045","ANDROID_PHONE","Android 13","3.3.3","false","false","2025-10-21T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000046","ANDROID_PHONE","Android 13","7.0.4","false","false","2025-09-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000047","WEB_BROWSER","Other","5.16.7","false","true","2025-12-04T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000048","ANDROID_PHONE","Android 14","7.16.7","false","false","2025-12-26T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000049","TABLET","Other","5.16.5","false","false","2025-03-30T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000050","WEB_BROWSER","Other","7.17.8","false","false","2025-10-29T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000051","TABLET","Other","4.11.0","false","false","2025-09-18T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000052","IOS_PHONE","Android 15","6.12.3","false","false","2025-04-07T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000053","ANDROID_PHONE","Android 13","3.18.2","false","false","2025-12-20T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000054","ANDROID_PHONE","Android 13","5.0.0","false","false","2025-03-06T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000055","IOS_PHONE","Android 15","5.18.4","false","false","2025-11-17T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000056","WEB_BROWSER","Other","7.12.5","false","false","2025-06-24T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000057","ANDROID_PHONE","iOS 18","4.15.7","false","false","2025-03-04T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000058","ANDROID_PHONE","Android 15","6.7.0","false","false","2025-11-29T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000059","ANDROID_PHONE","iOS 18","6.19.7","false","false","2026-02-23T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000060","IOS_PHONE","Android 15","5.16.4","false","false","2025-12-12T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000061","ANDROID_PHONE","iOS 18","6.0.6","false","false","2025-04-07T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000062","ANDROID_PHONE","Android 14","5.15.5","false","false","2025-05-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000063","ANDROID_PHONE","iOS 18","3.9.4","false","false","2026-03-05T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000064","ANDROID_PHONE","Android 13","6.18.5","false","false","2026-01-03T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000065","IOS_PHONE","Android 13","3.11.0","false","false","2025-08-08T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000066","ANDROID_PHONE","Android 13","6.8.8","false","false","2025-05-30T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000067","ANDROID_PHONE","iOS 18","4.3.7","false","false","2026-03-31T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000068","TABLET","Other","3.4.0","false","false","2025-08-03T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000069","ANDROID_PHONE","Android 14","4.18.8","false","false","2025-09-06T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000070","ANDROID_PHONE","iOS 17","5.18.3","false","false","2025-11-04T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000071","ANDROID_PHONE","iOS 18","4.15.5","false","false","2026-01-30T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000072","ANDROID_PHONE","iOS 17","4.16.8","false","false","2026-03-05T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000073","TABLET","Other","3.8.6","false","false","2025-05-29T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000074","ANDROID_PHONE","Android 15","4.7.5","false","false","2025-09-08T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000075","IOS_PHONE","iOS 18","5.10.8","false","false","2025-11-04T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000076","IOS_PHONE","Android 15","3.11.3","false","true","2025-04-21T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000077","ANDROID_PHONE","Android 13","4.17.7","false","false","2025-10-02T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000078","ANDROID_PHONE","Android 13","6.17.2","false","false","2025-03-13T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000079","ANDROID_PHONE","iOS 18","7.16.5","false","false","2026-03-19T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000080","ANDROID_PHONE","iOS 18","5.0.5","false","false","2025-09-12T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000081","ANDROID_PHONE","Android 14","7.10.4","false","false","2025-08-10T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000082","ANDROID_PHONE","iOS 17","3.16.1","false","false","2026-03-07T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000083","ANDROID_PHONE","Android 14","7.7.8","false","false","2025-10-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000084","ANDROID_PHONE","iOS 17","6.2.5","false","false","2025-03-10T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000085","ANDROID_PHONE","iOS 17","5.12.5","false","false","2025-12-06T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000086","ANDROID_PHONE","iOS 17","6.9.6","false","true","2025-10-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000087","ANDROID_PHONE","Android 14","3.17.8","false","false","2026-02-24T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000088","ANDROID_PHONE","Android 13","3.18.3","false","false","2025-09-04T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000089","IOS_PHONE","iOS 17","7.8.3","false","false","2025-12-19T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000090","IOS_PHONE","Android 15","5.11.0","false","false","2025-05-08T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000091","IOS_PHONE","iOS 17","5.19.8","false","false","2025-06-24T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000092","IOS_PHONE","iOS 18","4.13.3","false","false","2025-07-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000093","ANDROID_PHONE","Android 13","6.11.0","false","false","2025-06-29T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000094","ANDROID_PHONE","Android 15","4.1.4","false","false","2025-12-18T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000095","ANDROID_PHONE","iOS 17","6.15.2","false","false","2026-02-20T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000096","IOS_PHONE","Android 14","7.1.1","false","false","2026-02-28T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000097","ANDROID_PHONE","Android 15","6.7.4","false","false","2025-07-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000098","ANDROID_PHONE","Android 13","3.9.4","false","false","2025-12-20T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000099","IOS_PHONE","Android 14","4.8.2","false","false","2025-09-12T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000100","ANDROID_PHONE","iOS 17","3.2.1","false","false","2025-06-05T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000101","ANDROID_PHONE","iOS 18","5.9.0","false","false","2025-09-11T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000102","ANDROID_PHONE","iOS 17","3.3.8","false","false","2025-06-01T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000103","ANDROID_PHONE","iOS 17","3.18.8","false","false","2025-08-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000104","ANDROID_PHONE","iOS 18","6.18.4","false","false","2025-03-12T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000105","IOS_PHONE","iOS 17","7.12.8","false","false","2025-05-01T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000106","ANDROID_PHONE","Android 14","4.13.0","false","false","2025-10-25T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000107","ANDROID_PHONE","iOS 17","3.6.0","false","false","2026-03-19T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000108","ANDROID_PHONE","Android 13","3.17.5","false","false","2025-10-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000109","ANDROID_PHONE","iOS 17","5.16.0","false","false","2026-01-01T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000110","IOS_PHONE","Android 13","5.1.6","false","false","2025-11-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000111","ANDROID_PHONE","Android 15","4.18.7","false","false","2025-05-28T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000112","ANDROID_PHONE","iOS 18","3.19.3","false","false","2025-08-11T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000113","ANDROID_PHONE","Android 13","3.11.4","false","false","2025-06-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000114","ANDROID_PHONE","iOS 17","6.17.5","false","false","2025-08-01T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000115","ANDROID_PHONE","iOS 18","3.0.2","false","true","2025-05-10T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000116","IOS_PHONE","Android 14","4.2.5","false","false","2025-12-18T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000117","ANDROID_PHONE","Android 13","6.12.1","false","false","2025-08-15T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000118","IOS_PHONE","Android 15","3.13.2","false","false","2025-10-27T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000119","ANDROID_PHONE","iOS 18","3.15.2","false","false","2026-03-11T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000120","ANDROID_PHONE","Android 13","6.13.7","false","false","2025-08-19T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000121","TABLET","Other","5.11.3","false","false","2026-01-10T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000122","IOS_PHONE","Android 14","5.5.4","true","false","2025-04-24T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000123","ANDROID_PHONE","Android 13","7.15.1","false","false","2025-08-06T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000124","ANDROID_PHONE","iOS 17","4.0.4","false","false","2025-08-29T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000125","ANDROID_PHONE","iOS 18","5.4.1","false","false","2025-11-03T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000126","ANDROID_PHONE","Android 13","6.7.3","false","false","2026-01-06T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000127","ANDROID_PHONE","Android 13","6.12.6","false","false","2025-08-15T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000128","ANDROID_PHONE","Android 14","6.4.4","false","false","2026-03-30T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000129","ANDROID_PHONE","Android 15","4.2.0","false","false","2025-04-23T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000130","ANDROID_PHONE","Android 15","3.6.5","false","false","2025-08-01T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000131","ANDROID_PHONE","iOS 18","5.13.2","false","false","2025-03-28T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000132","ANDROID_PHONE","Android 15","7.13.5","false","false","2025-09-19T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000133","WEB_BROWSER","Other","3.17.1","false","false","2025-05-18T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000134","ANDROID_PHONE","Android 13","6.2.5","false","false","2026-02-12T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000135","IOS_PHONE","Android 13","3.4.4","false","false","2025-09-05T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000136","ANDROID_PHONE","Android 13","3.5.5","false","false","2025-03-10T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000137","ANDROID_PHONE","iOS 17","4.7.7","false","false","2025-08-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000138","ANDROID_PHONE","Android 15","7.15.5","false","false","2025-09-29T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000139","ANDROID_PHONE","Android 15","6.0.4","false","false","2025-09-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000140","ANDROID_PHONE","iOS 18","3.0.5","false","false","2025-10-10T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000141","ANDROID_PHONE","iOS 18","7.12.7","false","false","2025-12-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000142","ANDROID_PHONE","iOS 18","6.6.8","false","false","2026-03-03T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000143","IOS_PHONE","Android 14","4.14.4","false","false","2025-02-28T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000144","ANDROID_PHONE","Android 15","6.10.4","false","false","2025-12-23T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000145","IOS_PHONE","Android 13","5.6.5","false","false","2025-03-13T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000146","ANDROID_PHONE","iOS 17","5.7.2","false","false","2025-07-10T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000147","ANDROID_PHONE","Android 13","5.5.1","false","false","2025-03-15T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000148","IOS_PHONE","iOS 17","7.3.3","false","false","2025-06-15T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000149","IOS_PHONE","iOS 17","6.16.4","false","false","2026-01-13T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000150","TABLET","Other","6.11.2","false","false","2025-12-20T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000151","ANDROID_PHONE","Android 13","6.16.8","false","false","2025-03-21T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000152","ANDROID_PHONE","Android 14","3.8.8","false","false","2025-03-20T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000153","ANDROID_PHONE","iOS 18","6.11.2","false","false","2025-05-31T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000154","IOS_PHONE","iOS 18","4.7.1","false","false","2025-04-05T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000155","ANDROID_PHONE","iOS 17","7.14.5","false","false","2025-05-08T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000156","ANDROID_PHONE","Android 14","7.6.5","false","false","2025-09-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000157","ANDROID_PHONE","Android 13","5.12.6","false","false","2025-03-26T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000158","ANDROID_PHONE","iOS 17","4.6.0","false","false","2026-02-28T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000159","IOS_PHONE","Android 15","3.18.0","false","false","2026-03-12T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000160","ANDROID_PHONE","Android 14","5.12.2","false","false","2025-08-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000161","ANDROID_PHONE","Android 13","3.9.5","false","false","2025-05-11T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000162","ANDROID_PHONE","iOS 17","4.19.6","false","false","2025-04-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000163","ANDROID_PHONE","Android 14","7.11.7","false","false","2025-05-15T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000164","ANDROID_PHONE","Android 14","6.8.2","false","false","2025-09-06T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000165","IOS_PHONE","iOS 18","3.11.8","false","false","2025-09-18T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000166","ANDROID_PHONE","iOS 18","3.3.1","false","false","2025-12-03T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000167","ANDROID_PHONE","Android 13","7.6.2","false","false","2026-03-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000168","ANDROID_PHONE","Android 13","5.9.4","false","false","2026-01-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000169","ANDROID_PHONE","iOS 17","7.15.5","false","false","2025-09-26T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000170","ANDROID_PHONE","Android 13","6.6.8","false","false","2025-05-31T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000171","ANDROID_PHONE","Android 15","5.7.5","false","false","2025-10-01T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000172","ANDROID_PHONE","iOS 17","5.4.3","false","false","2025-03-06T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000173","ANDROID_PHONE","Android 14","7.4.3","false","false","2026-03-13T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000174","ANDROID_PHONE","iOS 18","5.7.7","false","false","2025-03-02T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000175","ANDROID_PHONE","Android 13","3.17.0","false","false","2026-03-18T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000176","ANDROID_PHONE","Android 15","4.13.4","false","false","2025-05-17T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000177","ANDROID_PHONE","iOS 18","7.19.4","false","false","2025-04-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000178","IOS_PHONE","Android 15","7.5.6","false","false","2025-11-26T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000179","ANDROID_PHONE","Android 13","3.2.8","false","false","2026-03-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000180","ANDROID_PHONE","Android 15","4.6.6","false","false","2025-12-10T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000181","TABLET","Other","4.5.3","false","false","2025-04-18T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000182","IOS_PHONE","Android 15","6.13.4","false","false","2025-08-12T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000183","IOS_PHONE","Android 14","4.11.7","false","false","2026-02-21T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000184","ANDROID_PHONE","Android 14","3.2.6","false","false","2026-02-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000185","ANDROID_PHONE","iOS 18","3.8.7","false","false","2025-05-15T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000186","ANDROID_PHONE","iOS 17","7.2.5","false","false","2025-08-15T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000187","IOS_PHONE","Android 14","3.15.2","false","false","2026-04-01T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000188","IOS_PHONE","Android 14","5.18.0","false","false","2025-09-26T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000189","ANDROID_PHONE","Android 14","5.18.2","false","false","2025-08-28T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000190","ANDROID_PHONE","Android 15","3.3.2","false","false","2025-05-16T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000191","IOS_PHONE","iOS 18","4.12.4","false","false","2025-07-20T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000192","ANDROID_PHONE","Android 14","3.1.4","false","false","2025-06-14T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000193","IOS_PHONE","Android 15","6.14.0","false","false","2025-11-18T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000194","ANDROID_PHONE","Android 13","7.6.2","false","false","2026-03-24T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000195","ANDROID_PHONE","iOS 18","4.2.7","false","false","2026-02-07T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000196","IOS_PHONE","Android 14","3.8.8","false","false","2025-07-09T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000197","ANDROID_PHONE","iOS 17","3.9.3","false","false","2025-10-24T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000198","ANDROID_PHONE","iOS 18","6.0.6","false","false","2025-04-13T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000199","IOS_PHONE","Android 14","6.16.4","false","false","2025-03-20T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000200","ANDROID_PHONE","iOS 18","6.12.5","false","false","2025-06-27T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000201","ANDROID_PHONE","Android 15","7.9.5","false","false","2026-02-23T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000202","ANDROID_PHONE","Android 14","4.12.4","false","false","2025-03-03T00:00:00+07:00","2026-09-30T00:00:00+07:00"
"DEV-000203","WEB_BROWSER","Other","6.6.7","false","false","2025-03-30T00:00:00+07:00","2026-09-30T00:00:00+07:00"
