"source_account_id","owner_source_id","owner_type","account_type","currency","opened_date","closed_date","status","balance_snapshot","balance_snapshot_at"
"ACC-0000043","CUST-000036","INDIVIDUAL","WALLET","IDR","2022-11-18","","ACTIVE","203789850.00","2026-09-30T00:00:00+07:00"
"ACC-0000044","CUST-000037","INDIVIDUAL","WALLET","IDR","2023-08-09","2026-07-24","CLOSED","206715618.00","2026-09-30T00:00:00+07:00"
"ACC-0000045","CUST-000038","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2022-04-22","","ACTIVE","91214591.00","2026-09-30T00:00:00+07:00"
"ACC-0000046","CUST-000039","INDIVIDUAL","WALLET","IDR","2025-11-23","","DORMANT","193784415.00","2026-09-30T00:00:00+07:00"
"ACC-0000047","CUST-000039","INDIVIDUAL","WALLET","IDR","2021-08-14","","ACTIVE","187301086.00","2026-09-30T00:00:00+07:00"
"ACC-0000048","CUST-000039","INDIVIDUAL","WALLET","IDR","2025-12-22","","ACTIVE","175965150.00","2026-09-30T00:00:00+07:00"
"ACC-0000049","CUST-000040","INDIVIDUAL","WALLET","IDR","2021-07-18","","ACTIVE","94833996.00","2026-09-30T00:00:00+07:00"
"ACC-0000050","CUST-000041","INDIVIDUAL","WALLET","IDR","2024-07-19","","ACTIVE","13296064.00","2026-09-30T00:00:00+07:00"
"ACC-0000051","CUST-000042","INDIVIDUAL","WALLET","IDR","2022-01-11","","ACTIVE","91284038.00","2026-09-30T00:00:00+07:00"
"ACC-0000052","CUST-000043","INDIVIDUAL","WALLET","IDR","2021-11-25","","RESTRICTED","52477549.00","2026-09-30T00:00:00+07:00"
"ACC-0000053","CUST-000044","INDIVIDUAL","WALLET","IDR","2021-08-20","","ACTIVE","138189105.00","2026-09-30T00:00:00+07:00"
"ACC-0000054","CUST-000044","INDIVIDUAL","WALLET","IDR","2023-07-06","","ACTIVE","201486777.00","2026-09-30T00:00:00+07:00"
"ACC-0000055","CUST-000045","INDIVIDUAL","WALLET","IDR","2025-12-09","","ACTIVE","206484696.00","2026-09-30T00:00:00+07:00"
"ACC-0000056","CUST-000046","INDIVIDUAL","WALLET","IDR","2023-07-02","","ACTIVE","247198703.00","2026-09-30T00:00:00+07:00"
"ACC-0000057","CUST-000047","INDIVIDUAL","WALLET","IDR","2020-10-30","","ACTIVE","117009327.00","2026-09-30T00:00:00+07:00"
"ACC-0000058","CUST-000048","INDIVIDUAL","WALLET","IDR","2024-01-04","","RESTRICTED","38439098.00","2026-09-30T00:00:00+07:00"
"ACC-0000059","CUST-000049","INDIVIDUAL","WALLET","IDR","2024-02-29","","ACTIVE","141452174.00","2026-09-30T00:00:00+07:00"
"ACC-0000060","CUST-000049","INDIVIDUAL","WALLET","IDR","2022-03-30","","ACTIVE","128557953.00","2026-09-30T00:00:00+07:00"
"ACC-0000061","CUST-000049","INDIVIDUAL","WALLET","IDR","2025-04-08","","ACTIVE","186637932.00","2026-09-30T00:00:00+07:00"
"ACC-0000062","CUST-000050","INDIVIDUAL","WALLET","IDR","2024-10-17","","RESTRICTED","38108615.00","2026-09-30T00:00:00+07:00"
"ACC-0000063","CUST-000051","INDIVIDUAL","WALLET","IDR","2024-06-18","","ACTIVE","4974293.00","2026-09-30T00:00:00+07:00"
"ACC-0000064","CUST-000052","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-09-28","","ACTIVE","207759782.00","2026-09-30T00:00:00+07:00"
"ACC-0000065","CUST-000053","INDIVIDUAL","WALLET","IDR","2025-01-11","","ACTIVE","200752382.00","2026-09-30T00:00:00+07:00"
"ACC-0000066","CUST-000054","INDIVIDUAL","WALLET","IDR","2025-01-31","","ACTIVE","141330717.00","2026-09-30T00:00:00+07:00"
"ACC-0000067","CUST-000055","INDIVIDUAL","WALLET","IDR","2025-05-14","","ACTIVE","50076234.00","2026-09-30T00:00:00+07:00"
"ACC-0000068","CUST-000056","INDIVIDUAL","WALLET","IDR","2021-04-01","2025-06-07","CLOSED","173150096.00","2026-09-30T00:00:00+07:00"
"ACC-0000069","CUST-000056","INDIVIDUAL","WALLET","IDR","2021-09-07","","ACTIVE","215451095.00","2026-09-30T00:00:00+07:00"
"ACC-0000070","CUST-000057","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-11-12","","ACTIVE","100246710.00","2026-09-30T00:00:00+07:00"
"ACC-0000071","CUST-000058","INDIVIDUAL","WALLET","IDR","2024-05-01","","ACTIVE","179445663.00","2026-09-30T00:00:00+07:00"
"ACC-0000072","CUST-000059","INDIVIDUAL","WALLET","IDR","2024-10-19","","ACTIVE","239477003.00","2026-09-30T00:00:00+07:00"
"ACC-0000073","CUST-000059","INDIVIDUAL","WALLET","IDR","2022-08-27","","ACTIVE","230936096.00","2026-09-30T00:00:00+07:00"
"ACC-0000074","CUST-000059","INDIVIDUAL","WALLET","IDR","2024-06-26","","ACTIVE","246378714.00","2026-09-30T00:00:00+07:00"
"ACC-0000075","CUST-000060","INDIVIDUAL","WALLET","IDR","2023-03-17","","ACTIVE","148540304.00","2026-09-30T00:00:00+07:00"
"ACC-0000076","CUST-000061","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-05-24","","ACTIVE","202088610.00","2026-09-30T00:00:00+07:00"
"ACC-0000077","CUST-000062","INDIVIDUAL","WALLET","IDR","2020-10-17","","ACTIVE","229154874.00","2026-09-30T00:00:00+07:00"
"ACC-0000078","CUST-000063","INDIVIDUAL","WALLET","IDR","2023-11-19","","ACTIVE","140176002.00","2026-09-30T00:00:00+07:00"
"ACC-0000079","CUST-000064","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2022-10-28","","ACTIVE","195191979.00","2026-09-30T00:00:00+07:00"
"ACC-0000080","CUST-000065","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2020-11-02","","ACTIVE","92557862.00","2026-09-30T00:00:00+07:00"
"ACC-0000081","CUST-000066","INDIVIDUAL","WALLET","IDR","2023-12-07","","ACTIVE","29982567.00","2026-09-30T00:00:00+07:00"
"ACC-0000082","CUST-000067","INDIVIDUAL","WALLET","IDR","2021-08-14","","ACTIVE","162170227.00","2026-09-30T00:00:00+07:00"
"ACC-0000083","CUST-000067","INDIVIDUAL","WALLET","IDR","2024-02-25","2026-10-29","CLOSED","25868370.00","2026-09-30T00:00:00+07:00"
"ACC-0000084","CUST-000068","INDIVIDUAL","WALLET","IDR","2023-01-10","","ACTIVE","191511791.00","2026-09-30T00:00:00+07:00"
"ACC-0000085","CUST-000069","INDIVIDUAL","WALLET","IDR","2025-01-11","","ACTIVE","92196904.00","2026-09-30T00:00:00+07:00"
"ACC-0000086","CUST-000070","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-03-14","","DORMANT","173660825.00","2026-09-30T00:00:00+07:00"
"ACC-0000087","CUST-000071","INDIVIDUAL","WALLET","IDR","2021-04-17","","ACTIVE","72425328.00","2026-09-30T00:00:00+07:00"
"ACC-0000088","CUST-000072","INDIVIDUAL","WALLET","IDR","2024-06-25","","ACTIVE","233869274.00","2026-09-30T00:00:00+07:00"
"ACC-0000089","CUST-000073","INDIVIDUAL","WALLET","IDR","2023-08-03","","ACTIVE","90029156.00","2026-09-30T00:00:00+07:00"
"ACC-0000090","CUST-000074","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-07-23","","RESTRICTED","233539980.00","2026-09-30T00:00:00+07:00"
"ACC-0000091","CUST-000074","INDIVIDUAL","WALLET","IDR","2022-09-24","2027-05-27","CLOSED","238577588.00","2026-09-30T00:00:00+07:00"
"ACC-0000092","CUST-000075","INDIVIDUAL","WALLET","IDR","2024-08-07","","ACTIVE","103230195.00","2026-09-30T00:00:00+07:00"
"ACC-0000093","CUST-000076","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-12-12","","ACTIVE","12131800.00","2026-09-30T00:00:00+07:00"
"ACC-0000094","CUST-000077","INDIVIDUAL","WALLET","IDR","2023-06-02","","ACTIVE","94558113.00","2026-09-30T00:00:00+07:00"
"ACC-0000095","CUST-000078","INDIVIDUAL","WALLET","IDR","2025-03-07","","ACTIVE","179862888.00","2026-09-30T00:00:00+07:00"
"ACC-0000096","CUST-000079","INDIVIDUAL","WALLET","IDR","2021-12-05","","ACTIVE","117819748.00","2026-09-30T00:00:00+07:00"
"ACC-0000097","CUST-000080","INDIVIDUAL","WALLET","IDR","2023-02-20","","ACTIVE","59140320.00","2026-09-30T00:00:00+07:00"
"ACC-0000098","CUST-000081","INDIVIDUAL","WALLET","IDR","2022-03-12","","ACTIVE","205588076.00","2026-09-30T00:00:00+07:00"
"ACC-0000099","CUST-000082","INDIVIDUAL","WALLET","IDR","2023-05-01","","ACTIVE","226392381.00","2026-09-30T00:00:00+07:00"
"ACC-0000100","CUST-000083","INDIVIDUAL","WALLET","IDR","2022-11-27","","ACTIVE","159981385.00","2026-09-30T00:00:00+07:00"
"ACC-0000101","CUST-000084","INDIVIDUAL","WALLET","IDR","2022-09-21","","ACTIVE","227066513.00","2026-09-30T00:00:00+07:00"
"ACC-0000102","CUST-000085","INDIVIDUAL","WALLET","IDR","2024-03-23","","ACTIVE","213727519.00","2026-09-30T00:00:00+07:00"
"ACC-0000103","CUST-000086","INDIVIDUAL","WALLET","IDR","2025-12-14","","ACTIVE","15169964.00","2026-09-30T00:00:00+07:00"
"ACC-0000104","CUST-000087","INDIVIDUAL","WALLET","IDR","2020-10-16","","ACTIVE","128348770.00","2026-09-30T00:00:00+07:00"
"ACC-0000105","CUST-000088","INDIVIDUAL","WALLET","IDR","2025-11-12","","ACTIVE","132379671.00","2026-09-30T00:00:00+07:00"
"ACC-0000106","CUST-000089","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-05-24","","ACTIVE","227378651.00","2026-09-30T00:00:00+07:00"
"ACC-0000107","CUST-000090","INDIVIDUAL","WALLET","IDR","2023-03-07","","ACTIVE","202526645.00","2026-09-30T00:00:00+07:00"
"ACC-0000108","CUST-000091","INDIVIDUAL","WALLET","IDR","2024-01-03","","ACTIVE","69702592.00","2026-09-30T00:00:00+07:00"
"ACC-0000109","CUST-000092","INDIVIDUAL","WALLET","IDR","2025-11-26","","ACTIVE","211599139.00","2026-09-30T00:00:00+07:00"
"ACC-0000110","CUST-000093","INDIVIDUAL","WALLET","IDR","2023-06-16","","ACTIVE","28247019.00","2026-09-30T00:00:00+07:00"
"ACC-0000111","CUST-000094","INDIVIDUAL","WALLET","IDR","2022-04-20","","DORMANT","76456509.00","2026-09-30T00:00:00+07:00"
"ACC-0000112","CUST-000095","INDIVIDUAL","WALLET","IDR","2023-12-06","","ACTIVE","231754812.00","2026-09-30T00:00:00+07:00"
"ACC-0000113","CUST-000095","INDIVIDUAL","WALLET","IDR","2023-09-22","","ACTIVE","180179712.00","2026-09-30T00:00:00+07:00"
"ACC-0000114","CUST-000095","INDIVIDUAL","WALLET","IDR","2024-07-31","","ACTIVE","1980557.00","2026-09-30T00:00:00+07:00"
"ACC-0000115","CUST-000096","INDIVIDUAL","WALLET","IDR","2022-01-11","","ACTIVE","56623666.00","2026-09-30T00:00:00+07:00"
"ACC-0000116","CUST-000097","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-12-22","","ACTIVE","121623823.00","2026-09-30T00:00:00+07:00"
"ACC-0000117","CUST-000098","INDIVIDUAL","WALLET","IDR","2023-04-08","","ACTIVE","48856624.00","2026-09-30T00:00:00+07:00"
"ACC-0000118","CUST-000099","INDIVIDUAL","WALLET","IDR","2024-03-18","","ACTIVE","10357621.00","2026-09-30T00:00:00+07:00"
"ACC-0000119","CUST-000100","INDIVIDUAL","WALLET","IDR","2024-02-27","","ACTIVE","211321829.00","2026-09-30T00:00:00+07:00"
"ACC-0000120","CUST-000101","INDIVIDUAL","WALLET","IDR","2023-04-19","","DORMANT","62314071.00","2026-09-30T00:00:00+07:00"
"ACC-0000121","CUST-000102","INDIVIDUAL","WALLET","IDR","2023-01-07","","ACTIVE","127989492.00","2026-09-30T00:00:00+07:00"
"ACC-0000122","CUST-000102","INDIVIDUAL","WALLET","IDR","2022-03-08","","ACTIVE","196319777.00","2026-09-30T00:00:00+07:00"
"ACC-0000123","CUST-000102","INDIVIDUAL","WALLET","IDR","2025-06-05","","DORMANT","79656956.00","2026-09-30T00:00:00+07:00"
"ACC-0000124","CUST-000103","INDIVIDUAL","WALLET","IDR","2025-10-31","","ACTIVE","25452882.00","2026-09-30T00:00:00+07:00"
"ACC-0000125","CUST-000104","INDIVIDUAL","WALLET","IDR","2022-05-23","","ACTIVE","6291820.00","2026-09-30T00:00:00+07:00"
"ACC-0000126","CUST-000104","INDIVIDUAL","WALLET","IDR","2024-02-06","","ACTIVE","242643549.00","2026-09-30T00:00:00+07:00"
"ACC-0000127","CUST-000104","INDIVIDUAL","WALLET","IDR","2026-01-05","","ACTIVE","100017627.00","2026-09-30T00:00:00+07:00"
"ACC-0000128","CUST-000105","INDIVIDUAL","WALLET","IDR","2023-06-16","","ACTIVE","84073103.00","2026-09-30T00:00:00+07:00"
"ACC-0000129","CUST-000106","INDIVIDUAL","WALLET","IDR","2025-07-17","","ACTIVE","228766541.00","2026-09-30T00:00:00+07:00"
"ACC-0000130","CUST-000107","INDIVIDUAL","WALLET","IDR","2024-05-16","","ACTIVE","57503399.00","2026-09-30T00:00:00+07:00"
"ACC-0000131","CUST-000108","INDIVIDUAL","WALLET","IDR","2025-07-04","","RESTRICTED","33786654.00","2026-09-30T00:00:00+07:00"
"ACC-0000132","CUST-000108","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2023-10-27","","ACTIVE","59731665.00","2026-09-30T00:00:00+07:00"
"ACC-0000133","CUST-000109","INDIVIDUAL","WALLET","IDR","2022-06-02","","ACTIVE","105524027.00","2026-09-30T00:00:00+07:00"
"ACC-0000134","CUST-000110","INDIVIDUAL","WALLET","IDR","2021-04-25","","ACTIVE","238612253.00","2026-09-30T00:00:00+07:00"
"ACC-0000135","CUST-000110","INDIVIDUAL","WALLET","IDR","2022-01-03","","ACTIVE","173817531.00","2026-09-30T00:00:00+07:00"
"ACC-0000136","CUST-000111","INDIVIDUAL","WALLET","IDR","2021-02-19","","ACTIVE","48129651.00","2026-09-30T00:00:00+07:00"
"ACC-0000137","CUST-000112","INDIVIDUAL","WALLET","IDR","2023-01-10","2024-08-18","CLOSED","215089843.00","2026-09-30T00:00:00+07:00"
"ACC-0000138","CUST-000113","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-07-08","","ACTIVE","114952384.00","2026-09-30T00:00:00+07:00"
"ACC-0000139","CUST-000113","INDIVIDUAL","WALLET","IDR","2022-01-23","","ACTIVE","241157955.00","2026-09-30T00:00:00+07:00"
"ACC-0000140","CUST-000113","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-02-10","","ACTIVE","70370037.00","2026-09-30T00:00:00+07:00"
"ACC-0000141","CUST-000114","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-08-08","","ACTIVE","4050909.00","2026-09-30T00:00:00+07:00"
"ACC-0000142","CUST-000114","INDIVIDUAL","WALLET","IDR","2021-10-12","","ACTIVE","17386826.00","2026-09-30T00:00:00+07:00"
"ACC-0000143","CUST-000115","INDIVIDUAL","WALLET","IDR","2023-07-11","","ACTIVE","249290285.00","2026-09-30T00:00:00+07:00"
"ACC-0000144","CUST-000115","INDIVIDUAL","WALLET","IDR","2023-01-23","","ACTIVE","111339745.00","2026-09-30T00:00:00+07:00"
"ACC-0000145","CUST-000116","INDIVIDUAL","WALLET","IDR","2021-03-02","","ACTIVE","162850845.00","2026-09-30T00:00:00+07:00"
"ACC-0000146","CUST-000117","INDIVIDUAL","WALLET","IDR","2023-11-27","","ACTIVE","161141887.00","2026-09-30T00:00:00+07:00"
"ACC-0000147","CUST-000117","INDIVIDUAL","WALLET","IDR","2024-07-15","","ACTIVE","128333553.00","2026-09-30T00:00:00+07:00"
"ACC-0000148","CUST-000118","INDIVIDUAL","WALLET","IDR","2020-12-27","","ACTIVE","13856828.00","2026-09-30T00:00:00+07:00"
"ACC-0000149","CUST-000119","INDIVIDUAL","WALLET","IDR","2025-10-05","","ACTIVE","77436293.00","2026-09-30T00:00:00+07:00"
"ACC-0000150","CUST-000119","INDIVIDUAL","WALLET","IDR","2021-02-15","","ACTIVE","132364722.00","2026-09-30T00:00:00+07:00"
"ACC-0000151","CUST-000120","INDIVIDUAL","WALLET","IDR","2021-06-20","","ACTIVE","36611950.00","2026-09-30T00:00:00+07:00"
"ACC-0000152","CUST-000121","INDIVIDUAL","WALLET","IDR","2023-11-08","","ACTIVE","35086022.00","2026-09-30T00:00:00+07:00"
"ACC-0000153","CUST-000122","INDIVIDUAL","WALLET","IDR","2021-07-13","","ACTIVE","39529782.00","2026-09-30T00:00:00+07:00"
"ACC-0000154","CUST-000123","INDIVIDUAL","WALLET","IDR","2025-10-06","","ACTIVE","107758195.00","2026-09-30T00:00:00+07:00"
"ACC-0000155","CUST-000124","INDIVIDUAL","WALLET","IDR","2022-04-27","","ACTIVE","134235295.00","2026-09-30T00:00:00+07:00"
"ACC-0000156","CUST-000125","INDIVIDUAL","WALLET","IDR","2026-02-17","","ACTIVE","220276273.00","2026-09-30T00:00:00+07:00"
"ACC-0000157","CUST-000126","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-01-01","","ACTIVE","22486347.00","2026-09-30T00:00:00+07:00"
"ACC-0000158","CUST-000126","INDIVIDUAL","WALLET","IDR","2025-04-28","","ACTIVE","222467345.00","2026-09-30T00:00:00+07:00"
"ACC-0000159","CUST-000127","INDIVIDUAL","WALLET","IDR","2022-11-25","","ACTIVE","215226001.00","2026-09-30T00:00:00+07:00"
"ACC-0000160","CUST-000128","INDIVIDUAL","WALLET","IDR","2025-07-05","","ACTIVE","210293377.00","2026-09-30T00:00:00+07:00"
"ACC-0000161","CUST-000129","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-01-24","","ACTIVE","129662982.00","2026-09-30T00:00:00+07:00"
"ACC-0000162","CUST-000129","INDIVIDUAL","WALLET","IDR","2025-08-04","","ACTIVE","220247027.00","2026-09-30T00:00:00+07:00"
"ACC-0000163","CUST-000130","INDIVIDUAL","WALLET","IDR","2021-06-29","","ACTIVE","210086012.00","2026-09-30T00:00:00+07:00"
"ACC-0000164","CUST-000131","INDIVIDUAL","WALLET","IDR","2023-04-12","","ACTIVE","217490208.00","2026-09-30T00:00:00+07:00"
"ACC-0000165","CUST-000132","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-05-11","2022-05-28","CLOSED","32462699.00","2026-09-30T00:00:00+07:00"
"ACC-0000166","CUST-000132","INDIVIDUAL","WALLET","IDR","2026-01-25","","ACTIVE","225522086.00","2026-09-30T00:00:00+07:00"
"ACC-0000167","CUST-000133","INDIVIDUAL","WALLET","IDR","2021-11-23","","ACTIVE","3441865.00","2026-09-30T00:00:00+07:00"
"ACC-0000168","CUST-000134","INDIVIDUAL","WALLET","IDR","2022-09-15","2027-04-05","CLOSED","77850218.00","2026-09-30T00:00:00+07:00"
"ACC-0000169","CUST-000135","INDIVIDUAL","WALLET","IDR","2025-12-12","","ACTIVE","21988330.00","2026-09-30T00:00:00+07:00"
"ACC-0000170","CUST-000135","INDIVIDUAL","WALLET","IDR","2025-07-18","","ACTIVE","79943069.00","2026-09-30T00:00:00+07:00"
"ACC-0000171","CUST-000136","INDIVIDUAL","WALLET","IDR","2021-02-07","","ACTIVE","26774591.00","2026-09-30T00:00:00+07:00"
"ACC-0000172","CUST-000136","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2025-04-27","","RESTRICTED","45601288.00","2026-09-30T00:00:00+07:00"
"ACC-0000173","CUST-000137","INDIVIDUAL","WALLET","IDR","2025-07-09","","ACTIVE","72265905.00","2026-09-30T00:00:00+07:00"
"ACC-0000174","CUST-000137","INDIVIDUAL","WALLET","IDR","2020-10-16","","ACTIVE","37631413.00","2026-09-30T00:00:00+07:00"
"ACC-0000175","CUST-000138","INDIVIDUAL","WALLET","IDR","2023-12-16","","ACTIVE","32775844.00","2026-09-30T00:00:00+07:00"
"ACC-0000176","CUST-000139","INDIVIDUAL","WALLET","IDR","2022-05-18","","ACTIVE","198559462.00","2026-09-30T00:00:00+07:00"
"ACC-0000177","CUST-000140","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2024-10-10","","ACTIVE","143642604.00","2026-09-30T00:00:00+07:00"
"ACC-0000178","CUST-000141","INDIVIDUAL","WALLET","IDR","2021-10-31","","ACTIVE","227931145.00","2026-09-30T00:00:00+07:00"
"ACC-0000179","CUST-000141","INDIVIDUAL","VIRTUAL_ACCOUNT","IDR","2021-01-14","","ACTIVE","220175887.00","2026-09-30T00:00:00+07:00"
"ACC-0000180","CUST-000142","INDIVIDUAL","WALLET","IDR","2023-12-23","","ACTIVE","44454651.00","2026-09-30T00:00:00+07:00"
"ACC-0000181","CUST-000143","INDIVIDUAL","WALLET","IDR","2022-10-04","","ACTIVE","97944201.00","2026-09-30T00:00:00+07:00"
"ACC-0000182","CUST-000143","INDIVIDUAL","WALLET","IDR","2026-02-21","","ACTIVE","67570103.00","2026-09-30T00:00:00+07:00"
