"scenario_id","label_type","pattern_code","entity_source_id","window_start","window_end","expected_reason_code","note"
"ER-SAME_ID_NAME_VARIANT-00091","EDGE_CASE","ER","CUST-ER00091","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005281"
"ER-SAME_ID_NAME_VARIANT-00092","EDGE_CASE","ER","CUST-ER00092","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-000504"
"ER-SAME_ID_NAME_VARIANT-00093","EDGE_CASE","ER","CUST-ER00093","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-008634"
"ER-SAME_ID_NAME_VARIANT-00094","EDGE_CASE","ER","CUST-ER00094","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005509"
"ER-SAME_ID_NAME_VARIANT-00095","EDGE_CASE","ER","CUST-ER00095","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005102"
"ER-SAME_ID_NAME_VARIANT-00096","EDGE_CASE","ER","CUST-ER00096","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-006661"
"ER-SAME_ID_NAME_VARIANT-00097","EDGE_CASE","ER","CUST-ER00097","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-002643"
"ER-SAME_ID_NAME_VARIANT-00098","EDGE_CASE","ER","CUST-ER00098","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-000761"
"ER-SAME_ID_NAME_VARIANT-00099","EDGE_CASE","ER","CUST-ER00099","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001883"
"ER-SAME_ID_NAME_VARIANT-00100","EDGE_CASE","ER","CUST-ER00100","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005207"
"ER-SAME_ID_NAME_VARIANT-00101","EDGE_CASE","ER","CUST-ER00101","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004679"
"ER-SAME_ID_NAME_VARIANT-00102","EDGE_CASE","ER","CUST-ER00102","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003253"
"ER-SAME_ID_NAME_VARIANT-00103","EDGE_CASE","ER","CUST-ER00103","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007030"
"ER-SAME_ID_NAME_VARIANT-00104","EDGE_CASE","ER","CUST-ER00104","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001273"
"ER-SAME_ID_NAME_VARIANT-00105","EDGE_CASE","ER","CUST-ER00105","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-000538"
"ER-SAME_ID_NAME_VARIANT-00106","EDGE_CASE","ER","CUST-ER00106","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005492"
"ER-SAME_ID_NAME_VARIANT-00107","EDGE_CASE","ER","CUST-ER00107","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005281"
"ER-SAME_ID_NAME_VARIANT-00108","EDGE_CASE","ER","CUST-ER00108","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001790"
"ER-SAME_ID_NAME_VARIANT-00109","EDGE_CASE","ER","CUST-ER00109","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-000105"
"ER-SAME_ID_NAME_VARIANT-00110","EDGE_CASE","ER","CUST-ER00110","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004385"
"ER-SAME_ID_NAME_VARIANT-00111","EDGE_CASE","ER","CUST-ER00111","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003092"
"ER-SAME_ID_NAME_VARIANT-00112","EDGE_CASE","ER","CUST-ER00112","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007288"
"ER-SAME_ID_NAME_VARIANT-00113","EDGE_CASE","ER","CUST-ER00113","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007421"
"ER-SAME_ID_NAME_VARIANT-00114","EDGE_CASE","ER","CUST-ER00114","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-006430"
"ER-SAME_ID_NAME_VARIANT-00115","EDGE_CASE","ER","CUST-ER00115","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001539"
"ER-SAME_ID_NAME_VARIANT-00116","EDGE_CASE","ER","CUST-ER00116","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003267"
"ER-SAME_ID_NAME_VARIANT-00117","EDGE_CASE","ER","CUST-ER00117","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005005"
"ER-SAME_ID_NAME_VARIANT-00118","EDGE_CASE","ER","CUST-ER00118","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-009017"
"ER-SAME_ID_NAME_VARIANT-00119","EDGE_CASE","ER","CUST-ER00119","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001744"
"ER-SAME_ID_NAME_VARIANT-00120","EDGE_CASE","ER","CUST-ER00120","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004300"
"ER-SAME_ID_NAME_VARIANT-00121","EDGE_CASE","ER","CUST-ER00121","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-000034"
"ER-SAME_ID_NAME_VARIANT-00122","EDGE_CASE","ER","CUST-ER00122","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007879"
"ER-SAME_ID_NAME_VARIANT-00123","EDGE_CASE","ER","CUST-ER00123","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001678"
"ER-SAME_ID_NAME_VARIANT-00124","EDGE_CASE","ER","CUST-ER00124","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001900"
"ER-SAME_ID_NAME_VARIANT-00125","EDGE_CASE","ER","CUST-ER00125","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003178"
"ER-SAME_ID_NAME_VARIANT-00126","EDGE_CASE","ER","CUST-ER00126","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003505"
"ER-SAME_ID_NAME_VARIANT-00127","EDGE_CASE","ER","CUST-ER00127","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007435"
"ER-SAME_ID_NAME_VARIANT-00128","EDGE_CASE","ER","CUST-ER00128","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-008885"
"ER-SAME_ID_NAME_VARIANT-00129","EDGE_CASE","ER","CUST-ER00129","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004782"
"ER-SAME_ID_NAME_VARIANT-00130","EDGE_CASE","ER","CUST-ER00130","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007089"
"ER-SAME_ID_NAME_VARIANT-00131","EDGE_CASE","ER","CUST-ER00131","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001958"
"ER-SAME_ID_NAME_VARIANT-00132","EDGE_CASE","ER","CUST-ER00132","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004058"
"ER-SAME_ID_NAME_VARIANT-00133","EDGE_CASE","ER","CUST-ER00133","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-008893"
"ER-SAME_ID_NAME_VARIANT-00134","EDGE_CASE","ER","CUST-ER00134","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004985"
"ER-SAME_ID_NAME_VARIANT-00135","EDGE_CASE","ER","CUST-ER00135","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-006554"
"ER-SAME_ID_NAME_VARIANT-00136","EDGE_CASE","ER","CUST-ER00136","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005938"
"ER-SAME_ID_NAME_VARIANT-00137","EDGE_CASE","ER","CUST-ER00137","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-002349"
"ER-SAME_ID_NAME_VARIANT-00138","EDGE_CASE","ER","CUST-ER00138","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004683"
"ER-SAME_ID_NAME_VARIANT-00139","EDGE_CASE","ER","CUST-ER00139","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005230"
"ER-SAME_ID_NAME_VARIANT-00140","EDGE_CASE","ER","CUST-ER00140","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-002070"
"ER-SAME_ID_NAME_VARIANT-00141","EDGE_CASE","ER","CUST-ER00141","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001975"
"ER-SAME_ID_NAME_VARIANT-00142","EDGE_CASE","ER","CUST-ER00142","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005897"
"ER-SAME_ID_NAME_VARIANT-00143","EDGE_CASE","ER","CUST-ER00143","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-008570"
"ER-SAME_ID_NAME_VARIANT-00144","EDGE_CASE","ER","CUST-ER00144","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005172"
"ER-SAME_ID_NAME_VARIANT-00145","EDGE_CASE","ER","CUST-ER00145","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004353"
"ER-SAME_ID_NAME_VARIANT-00146","EDGE_CASE","ER","CUST-ER00146","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007227"
"ER-SAME_ID_NAME_VARIANT-00147","EDGE_CASE","ER","CUST-ER00147","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005403"
"ER-SAME_ID_NAME_VARIANT-00148","EDGE_CASE","ER","CUST-ER00148","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007827"
"ER-SAME_ID_NAME_VARIANT-00149","EDGE_CASE","ER","CUST-ER00149","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005805"
"ER-SAME_ID_NAME_VARIANT-00150","EDGE_CASE","ER","CUST-ER00150","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001827"
"ER-SAME_ID_NAME_VARIANT-00151","EDGE_CASE","ER","CUST-ER00151","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-002772"
"ER-SAME_ID_NAME_VARIANT-00152","EDGE_CASE","ER","CUST-ER00152","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-006784"
"ER-SAME_ID_NAME_VARIANT-00153","EDGE_CASE","ER","CUST-ER00153","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003586"
"ER-SAME_ID_NAME_VARIANT-00154","EDGE_CASE","ER","CUST-ER00154","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001581"
"ER-SAME_ID_NAME_VARIANT-00155","EDGE_CASE","ER","CUST-ER00155","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-000279"
"ER-SAME_ID_NAME_VARIANT-00156","EDGE_CASE","ER","CUST-ER00156","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001626"
"ER-SAME_ID_NAME_VARIANT-00157","EDGE_CASE","ER","CUST-ER00157","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005888"
"ER-SAME_ID_NAME_VARIANT-00158","EDGE_CASE","ER","CUST-ER00158","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001607"
"ER-SAME_ID_NAME_VARIANT-00159","EDGE_CASE","ER","CUST-ER00159","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-007900"
"ER-SAME_ID_NAME_VARIANT-00160","EDGE_CASE","ER","CUST-ER00160","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-000559"
"ER-SAME_ID_NAME_VARIANT-00161","EDGE_CASE","ER","CUST-ER00161","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004818"
"ER-SAME_ID_NAME_VARIANT-00162","EDGE_CASE","ER","CUST-ER00162","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-006020"
"ER-SAME_ID_NAME_VARIANT-00163","EDGE_CASE","ER","CUST-ER00163","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003412"
"ER-SAME_ID_NAME_VARIANT-00164","EDGE_CASE","ER","CUST-ER00164","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-008244"
"ER-SAME_ID_NAME_VARIANT-00165","EDGE_CASE","ER","CUST-ER00165","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003105"
"ER-SAME_ID_NAME_VARIANT-00166","EDGE_CASE","ER","CUST-ER00166","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-003645"
"ER-SAME_ID_NAME_VARIANT-00167","EDGE_CASE","ER","CUST-ER00167","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-001570"
"ER-SAME_ID_NAME_VARIANT-00168","EDGE_CASE","ER","CUST-ER00168","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-004809"
"ER-SAME_ID_NAME_VARIANT-00169","EDGE_CASE","ER","CUST-ER00169","","","SAME_ID_NAME_VARIANT","must auto-merge; twin of CUST-005102"
